,ticker,year,jan_close,feb_close,mar_close,apr_close,may_close,jun_close,jul_close,aug_close,sep_close,oct_close,nov_close,dec_close,percentage_change,direction,eps,p/e,sector,country,state,market_cap/gdp,volume,jan_confidence,feb_confidence,mar_confidence,apr_confidence,may_confidence,jun_confidence,jul_confidence,aug_confidence,sep_confidence,oct_confidence,nov_confidence,dec_confidence,jan_sentiment,feb_sentiment,mar_sentiment,apr_sentiment,may_sentiment,jun_sentiment,jul_sentiment,aug_sentiment,sep_sentiment,oct_sentiment,nov_sentiment,dec_sentiment,avg_sentiment,avg_confidence,yearly_percent_change_sentiment,sentiment_score,eps_n-1,p/e_n-1,market_cap/gdp_n-1,volume_n-1,sentiment_score_n-1,yearly_percent_change_sentiment_n-1,start_price,end_price,price_change,cpi,unemployment_rate,cpi_n-1,unemployment_rate_n-1
10,AIZ,2014,55.38972854614258,55.84586715698242,55.27576065063477,57.36053085327149,57.935890197753906,56.00497817993164,54.13388442993164,57.26571273803711,55.16381454467773,58.52684020996094,58.21770095825195,58.94123077392578,3.5580645705586433,1,6.54,8.66541716666032,Financial Services,United States,NY,1.2934131331549863,1512,0.0,0.9859069585800172,0.0,0.0,0.0,0.0,0.0,0.9663442969322203,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.4166666666666667,0.1626876046260198,0.0,0.4864426996144984,,,,,,,55.38972854614258,57.36053085327149,1.9708023071289134,236.73616666666666,6.158333333333334,,
11,AKAM,2014,47.68000030517578,61.13000106811523,58.209999084472656,53.06999969482422,54.34000015258789,61.06000137329102,59.02000045776367,60.41999816894531,59.79999923706055,60.29999923706055,64.61000061035156,62.959999084472656,11.304528848887903,1,2.33,25.128755310233228,Technology,United States,MA,1.2934131331549863,269383,0.0,0.0,0.9304332137107848,0.0,0.0,0.0,0.9963957667350768,0.996522068977356,0.0,0.99907386302948,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,1.0,0.5,0.0,0.5,0.5,0.4166666666666667,0.3268687427043915,0.0,0.4727609381079674,,,,,,,47.68000030517578,53.06999969482422,5.3899993896484375,236.73616666666666,6.158333333333334,,
12,ALL,2014,43.59564971923828,46.442649841308594,48.42839813232422,48.74509811401367,50.106346130371094,50.5019645690918,50.26976013183594,53.124755859375,53.02108764648438,56.02766799926758,59.122459411621094,60.94427871704102,11.81184000683214,1,5.4,9.57299562148106,Financial Services,United States,IL,1.2934131331549863,71665,0.0,0.8992627263069153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4583333333333333,0.07493856052557628,0.0,0.496877559978101,,,,,,,43.59564971923828,48.74509811401367,5.149448394775391,236.73616666666666,6.158333333333334,,
13,AMAT,2014,14.916718482971193,16.904150009155273,18.20584297180176,16.99330711364746,18.09069061279297,20.20530128479004,18.78062629699707,20.80120086669922,19.4510555267334,19.883100509643555,21.7440128326416,22.53059959411621,13.921216204803267,1,1.06,17.964355825628125,Technology,United States,CA,1.2934131331549863,1469909,0.0,0.0,0.0,0.987144649028778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4583333333333333,0.08226205408573149,0.0,0.4965724144130945,,,,,,,14.916718482971193,16.99330711364746,2.0765886306762678,236.73616666666666,6.158333333333334,,
14,AMGN,2014,98.0435562133789,102.74343872070312,102.18009948730469,92.57843780517578,96.61854553222656,98.60107421875,106.1146469116211,116.66110229492188,117.56507873535156,135.7447509765625,138.89321899414062,133.83523559570312,-5.5741739888636985,-1,8.36,13.353062056278308,Healthcare,United States,CA,1.2934131331549863,427357,0.0,0.0,0.0,0.8229594230651855,0.0,0.0,0.9930495023727416,0.9901750087738036,0.9992501139640808,0.9364046603441238,0.0,0.8253179788589478,0.5,0.5,0.5,0.0,0.5,0.5,0.5,1.0,1.0,0.75,0.5,1.0,0.6041666666666666,0.4639297239482403,0.0,0.548326012911275,,,,,,,98.0435562133789,92.57843780517578,-5.465118408203125,236.73616666666666,6.158333333333334,,
15,AMP,2014,87.0791244506836,90.27840423583984,91.17298889160156,92.46516418457031,93.76861572265624,99.92213439941406,99.58907318115234,105.23806762695312,103.24642944335938,105.58116149902344,110.76702117919922,111.1705322265625,6.1852249524362755,1,8.09,12.260802606520556,Financial Services,United States,MN,1.2934131331549863,11397,0.0,0.0,0.8996582627296448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9989753961563109,0.9648006558418274,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.625,0.23861952622731528,0.0,0.5298274407784144,,,,,,,87.0791244506836,92.46516418457031,5.386039733886719,236.73616666666666,6.158333333333334,,
16,AMT,2014,69.77469635009766,70.28369140625,70.62877655029297,72.33914184570312,77.63118743896484,78.2358169555664,82.07024383544922,85.7307357788086,81.71622467041016,85.09381103515625,91.64820861816406,86.60126495361328,3.6753230465357367,1,1.84,43.10479164123535,Real Estate,United States,MA,1.2934131331549863,81540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9859154224395752,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5416666666666666,0.08215961853663127,0.0,0.5034233174390264,,,,,,,69.77469635009766,72.33914184570312,2.5644454956054688,236.73616666666666,6.158333333333334,,
17,AMZN,2014,358.69000244140625,362.1000061035156,336.364990234375,304.1300048828125,312.54998779296875,324.7799987792969,312.989990234375,339.0400085449219,322.44000244140625,305.4599914550781,338.6400146484375,310.3500061035156,-15.210905569498385,-1,-0.48,-681.8637159135607,Consumer Cyclical,United States,WA,1.2934131331549863,5284138,0.7257677316665649,0.0,0.0,0.8563092010361808,0.9243295788764954,0.9081399589776992,0.9344032897668726,0.9228889271616936,0.9495201815258372,0.9667863574894991,0.9577021267679002,0.8924456516901652,1.0,0.5,0.5,0.42857142857142855,0.2,0.625,0.7647058823529411,0.5,0.5454545454545454,0.3636363636363637,0.6666666666666666,0.6666666666666666,0.5633917961123843,0.7531910837465756,0.0,0.5477461356145287,,,,,,,358.69000244140625,304.1300048828125,-54.55999755859375,236.73616666666666,6.158333333333334,,
18,ANTM,2014,76.61450958251953,80.7035903930664,89.111572265625,90.1230926513672,96.99779510498048,96.72093200683594,98.69833374023438,104.72035217285156,107.9124755859375,114.29053497314452,115.39111328125,113.7570343017578,17.631886104156166,1,7.97,12.390645504596094,Healthcare,United States,IN,1.2934131331549863,3554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9945143461227416,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.4583333333333333,0.08287619551022847,0.0,0.4965468251870738,,,,,,,76.61450958251953,90.1230926513672,13.50858306884767,236.73616666666666,6.158333333333334,,
19,AON,2014,73.92427062988281,78.646728515625,77.4339599609375,78.21733093261719,82.8801498413086,83.01834869384766,77.96440887451172,80.55213165283203,81.02345275878906,79.72061920166016,85.73677062988281,87.9059066772461,5.807375935068027,1,5.36,15.034578332853552,Financial Services,Ireland,,1.2934131331549863,24660,0.0,0.0,0.0,0.0,0.9984732270240784,0.0,0.0,0.6095197200775146,0.9318581223487854,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,1.0,0.5,0.5,0.5,0.4583333333333333,0.21165425578753153,0.0,0.4911810726755195,,,,,,,73.92427062988281,78.21733093261719,4.293060302734375,236.73616666666666,6.158333333333334,,
20,APA,2014,69.17136383056639,68.33539581298828,71.48973846435547,75.03067016601562,80.58014678955078,86.97679138183594,88.96504211425781,88.24575805664062,81.3476333618164,67.13182067871094,55.73157119750977,54.49676513671875,8.470711015329186,1,6.4,11.556024700403214,Energy,United States,TX,1.2934131331549863,462679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8998234868049622,0.0,0.0,0.0,0.935558021068573,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.5,0.15294845898946127,0.0,0.5,,,,,,,69.17136383056639,75.03067016601562,5.859306335449233,236.73616666666666,6.158333333333334,,
21,APD,2014,80.90682983398438,93.35761260986328,92.20250701904295,91.02522277832031,92.9228744506836,100.22173309326172,102.81651306152344,103.79830932617188,102.02018737792969,105.53111267089844,112.71749877929688,113.62078094482422,12.506228417425616,1,5.78,17.173315771998283,Basic Materials,United States,PA,1.2934131331549863,81318,0.0,0.0,0.0,0.0,0.0,0.0,0.998448610305786,0.0,0.0,0.0,0.9865750670433044,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.5,0.5,0.16541863977909088,0.0,0.5,,,,,,,80.90682983398438,91.02522277832031,10.118392944335938,236.73616666666666,6.158333333333334,,
22,ATVI,2014,16.156795501708984,18.250673294067386,19.4641227722168,19.054651260375977,19.78788948059082,21.23531723022461,21.311498641967773,22.416114807128906,19.797412872314453,18.997516632080078,20.61635398864746,19.187963485717773,17.935832376912067,1,1.27,15.503694879727101,Communication Services,United States,CA,1.2934131331549863,388508,0.0,0.0,0.0,0.0,0.9991776645183564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4583333333333333,0.08326480537652971,0.0,0.4965306331093113,,,,,,,16.156795501708984,19.054651260375977,2.897855758666992,236.73616666666666,6.158333333333334,,
23,AVB,2014,96.0496063232422,100.30379486083984,103.05061340332031,107.1547622680664,111.30594635009766,112.4941864013672,117.15409088134766,121.91683959960938,112.45453643798828,124.31661224365234,128.26533508300778,131.24868774414062,11.561896367853182,1,6.08,18.718681628243967,Real Estate,United States,VA,1.2934131331549863,25634,0.0,0.0,0.0,0.0,0.0,0.0,0.9986961483955384,0.0,0.0,0.0,0.914558619260788,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.4166666666666667,0.15943789730469385,0.0,0.48671350855794215,,,,,,,96.0496063232422,107.1547622680664,11.105155944824205,236.73616666666666,6.158333333333334,,
24,AVGO,2014,44.14559555053711,49.849609375,52.26165771484375,51.52328109741211,57.34095764160156,58.71713256835938,56.5255241394043,66.88067626953125,71.13988494873047,70.52661895751953,76.37317657470703,82.54927062988281,16.712166762886127,1,4.94,12.446582076037943,Technology,United States,CA,1.2934131331549863,94509,0.0,0.0,0.0,0.0,0.9964810609817504,0.0,0.0,0.9897346496582032,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.3333333333333333,0.5,0.5,0.5,0.5,0.5277777777777778,0.1655179758866628,0.0,0.5045977215524073,,,,,,,44.14559555053711,51.52328109741211,7.377685546875,236.73616666666666,6.158333333333334,,
25,AXP,2014,75.74225616455078,81.31916809082031,80.2055892944336,78.08628845214844,81.7213134765625,84.73117065429688,78.81202697753906,80.20020294189453,78.40007019042969,80.79843139648438,83.01710510253906,83.57405853271484,3.094748435411302,1,5.3599999999999985,15.028104497425597,Financial Services,United States,NY,1.2934131331549863,473739,0.0,0.0,0.0,0.9938953518867492,0.0,0.0,0.9891867339611052,0.97511225938797,0.9935277104377748,0.7472842335700989,0.0,0.9648244976997375,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.5,0.0,0.3333333333333333,0.471985898911953,0.0,0.4213356835146745,,,,,,,75.74225616455078,78.08628845214844,2.3440322875976562,236.73616666666666,6.158333333333334,,
26,AZO,2014,495.05999755859375,538.4400024414061,537.0999755859375,533.8900146484375,532.5,536.239990234375,517.030029296875,538.8400268554689,509.6600036621094,553.52001953125,577.7100219726562,619.1099853515625,7.843497208688923,1,24.18,22.363868442027407,Consumer Cyclical,United States,TN,1.2934131331549863,93979,0.0,0.0,0.0,0.0,0.9834358394145966,0.0,0.0,0.0,0.998798131942749,0.0,0.0,0.8916501232555935,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.5,0.5,0.7142857142857143,0.5178571428571429,0.23949034121774493,0.0,0.5042766132360311,,,,,,,495.05999755859375,533.8900146484375,38.83001708984375,236.73616666666666,6.158333333333334,,
27,BA,2014,107.05615997314452,110.80569458007812,107.85765075683594,110.8916473388672,116.8985366821289,109.9667510986328,104.1326141357422,110.25880432128906,110.76313018798828,108.61536407470705,117.51428985595705,113.68343353271484,3.5826872238690464,1,8.02,13.803450504344204,Industrials,United States,IL,1.2934131331549863,1400869,0.8560118675231934,0.821526862680912,0.8862665742635727,0.906877201795578,0.9667074918746948,0.9238446222411262,0.8849842283460829,0.9572394977916372,0.9030476024276332,0.8667344786226749,0.9385148914236772,0.8241184120592864,0.16666666666666666,0.875,0.25,0.4,0.8,0.5555555555555556,0.4444444444444444,0.4545454545454545,0.42105263157894735,0.4375,0.5789473684210527,0.3478260869565217,0.47762818401405366,0.8946561442541725,0.0,0.4799849173700494,,,,,,,107.05615997314452,110.8916473388672,3.8354873657226847,236.73616666666666,6.158333333333334,,
28,BAX,2014,32.969879150390625,33.549148559570305,35.77257537841797,35.38850784301758,36.17609786987305,35.3990478515625,36.56922149658203,36.711204528808594,35.38724136352539,34.58354949951172,35.99371337890625,36.39351272583008,7.335873697305613,1,5.0200000000000005,7.053348267695817,Healthcare,United States,IL,1.2934131331549863,259575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8631334602832794,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.4583333333333333,0.07192778835693996,0.0,0.4970030088184608,,,,,,,32.969879150390625,35.38850784301758,2.418628692626953,236.73616666666666,6.158333333333334,,
29,BBY,2014,18.693363189697266,21.14716339111328,21.110435485839844,20.72675323486328,22.10960578918457,24.93368721008301,23.90450096130371,25.641252517700195,27.168758392333984,27.61361885070801,31.876169204711914,31.69295310974121,10.877604123621296,1,2.33,10.608664568572255,Consumer Cyclical,United States,MN,1.2934131331549863,1120251,0.0,0.0,0.0,0.7636359532674154,0.916766196489334,0.0,0.9998900890350342,0.8787648200988769,0.9930359125137328,0.0,0.922394037246704,0.9612682223320008,0.5,0.5,0.5,0.6666666666666666,0.25,0.5,0.0,0.4,0.0,0.5,1.0,0.4,0.43472222222222223,0.5363129359152582,0.0,0.46499068334997623,,,,,,,18.693363189697266,20.72675323486328,2.0333900451660156,236.73616666666666,6.158333333333334,,
30,BDX,2014,96.34329986572266,102.6699447631836,104.81861877441406,101.19277954101562,105.3736801147461,106.3972396850586,104.54450988769531,105.38093566894531,102.84042358398438,116.29524230957031,126.80429077148438,126.2916259765625,5.033541182471303,1,6.26,17.29170115737996,Healthcare,United States,NJ,1.2934131331549863,21553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9327709674835204,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.4583333333333333,0.07773091395696004,0.0,0.49676121191846,,,,,,,96.34329986572266,101.19277954101562,4.849479675292969,236.73616666666666,6.158333333333334,,
31,BIIB,2014,312.6400146484375,340.67999267578125,305.8699951171875,287.1199951171875,319.3699951171875,315.30999755859375,334.3900146484375,343.0400085449219,330.80999755859375,321.0799865722656,307.69000244140625,339.45001220703125,-8.162748955838929,-1,11.95,26.89993035011877,Healthcare,United States,MA,1.2934131331549863,422315,0.0,0.0,0.0,0.9910105466842652,0.9994877576828004,0.9976999163627625,0.0,0.9982669353485109,0.5893583297729492,0.9972555935382844,0.9818798780441284,0.934768557548523,0.5,0.5,0.5,1.0,1.0,1.0,0.5,0.0,0.0,0.5,0.6,0.75,0.5708333333333333,0.624143959581852,0.0,0.5442101971370479,,,,,,,312.6400146484375,287.1199951171875,-25.52001953125,236.73616666666666,6.158333333333334,,
32,BK,2014,26.981746673583984,27.015520095825195,29.79305076599121,28.73899269104004,29.3244686126709,31.802106857299805,33.268009185791016,33.387290954589844,33.003833770751946,33.149791717529304,34.27133560180664,34.733642578125,6.512721502853839,1,2.37,13.202172626758259,Financial Services,United States,NY,1.2934131331549863,187759,0.0,0.0,0.0,0.0,0.0,0.7980335354804993,0.9106571972370148,0.9777388175328572,0.8802347608975002,0.971874326467514,0.9984580278396606,0.8143047094345093,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.14285714285714285,0.5,0.0,1.0,0.3452380952380952,0.5292751145741296,0.0,0.4180883751254323,,,,,,,26.981746673583984,28.73899269104004,1.7572460174560547,236.73616666666666,6.158333333333334,,
33,CHTR,2014,137.0,126.7699966430664,123.1999969482422,135.52999877929688,143.13999938964844,158.3800048828125,154.52000427246094,156.8699951171875,151.3699951171875,158.38999938964844,169.6999969482422,166.6199951171875,-1.0729935917541058,-1,-1.0,-148.45749855041504,Communication Services,United States,CT,1.2934131331549863,79902,0.0,0.0,0.0,0.0,0.9821577072143556,0.0,0.0,0.7132514715194702,0.0,0.0,0.7677067518234253,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.2052596608797709,0.0,0.5,,,,,,,137.0,135.52999877929688,-1.470001220703125,236.73616666666666,6.158333333333334,,
34,CI,2014,84.60841369628906,78.0208969116211,82.1208267211914,78.50174713134766,88.0545654296875,90.20246887207031,88.30956268310547,92.78192138671876,88.94709014892578,97.65642547607422,100.91260528564452,100.93224334716795,-7.217564185592628,-1,7.13,12.518101532139362,Healthcare,United States,CT,1.2934131331549863,72409,0.0,0.0,0.0,0.0,0.0,0.0,0.9999717473983764,0.8078250288963318,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.4166666666666667,0.15064973135789236,0.0,0.4874458557201756,,,,,,,84.60841369628906,78.50174713134766,-6.106666564941406,236.73616666666666,6.158333333333334,,
35,CLX,2014,72.18673706054688,71.37712860107422,71.9740982055664,74.75826263427734,73.86810302734375,75.33523559570312,72.18047332763672,73.61792755126953,79.79984283447266,83.2944107055664,85.0691146850586,87.23729705810547,3.5623241587628383,1,4.33,17.719373196432276,Consumer Defensive,United States,CA,1.2934131331549863,95647,0.0,0.0,0.0,0.0,0.0,0.0,0.9976689219474792,0.9994115829467772,0.8180073499679565,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.0,0.5,0.5,0.5,0.4583333333333333,0.2345906545718511,0.0,0.49022538939283955,,,,,,,72.18673706054688,74.75826263427734,2.5715255737304688,236.73616666666666,6.158333333333334,,
36,CMA,2014,36.68907928466797,38.59563446044922,41.655662536621094,38.79283905029297,38.57571792602539,40.497154235839844,40.57789611816406,40.64248275756836,40.41437530517578,38.69599914550781,37.78005981445313,38.13128662109375,5.734021694308753,1,3.12,12.581415257902226,Financial Services,United States,TX,1.2934131331549863,29279,0.0,0.0,0.0,0.0,0.975042462348938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5416666666666666,0.08125353852907817,0.0,0.5033855641053783,,,,,,,36.68907928466797,38.79283905029297,2.103759765625,236.73616666666666,6.158333333333334,,
