,ticker,Year,jan_confidence,feb_confidence,mar_confidence,apr_confidence,may_confidence,jun_confidence,jul_confidence,aug_confidence,sep_confidence,oct_confidence,nov_confidence,dec_confidence,jan_sentiment,feb_sentiment,mar_sentiment,apr_sentiment,may_sentiment,jun_sentiment,jul_sentiment,aug_sentiment,sep_sentiment,oct_sentiment,nov_sentiment,dec_sentiment
18,abc,2012,,,,,,,,0.8775964379310608,0.9497277140617371,0.992202639579773,,,,,,,,,,0.0,0.0,1.0,,
19,abc,2013,0.9987688660621643,0.9994513392448425,0.9972794651985168,,,,,,,,,,1.0,1.0,0.0,,,,,,,,,
20,abc,2014,,,,,0.999178946018219,0.8416971564292908,,,,0.9856259226799011,,,,,,,0.0,1.0,,,,1.0,,
21,abc,2015,,,0.9286333918571472,,,,,,,,,,,,0.0,,,,,,,,,
22,abc,2016,,,0.9969998002052307,,0.926426519950231,,0.9730782806873322,0.8616392761468887,,0.9709616899490356,,,,,1.0,,0.6666666666666666,,0.6666666666666666,0.75,,0.5,,
23,abc,2017,,,,0.7695806324481964,0.85836061835289,0.8738337357838949,0.82346510887146,0.8598723610242208,0.943132758140564,0.9435111085573832,0.856078177690506,0.8784427344799042,,,,0.5,0.5,0.3333333333333333,0.0,0.0,1.0,0.5,0.75,0.0
24,abc,2018,0.9653252874101911,0.966021097623385,0.9215147097905477,0.9065802608217511,0.9894962310791016,0.8578766087690989,0.9977838695049286,,,0.9986946284770966,0.9134661674499511,,0.42857142857142855,0.6923076923076923,0.3333333333333333,0.2857142857142857,0.5,0.16666666666666666,0.0,,,0.5,0.4,
25,abc,2019,0.9960948626200358,0.9253793358802795,0.9991523027420044,0.8740677952766418,0.9448952783237804,0.9922269821166992,0.9663343359442318,0.9672547048992581,0.8823412789238824,0.9291763191039746,0.8093785420060158,0.9784198105335236,0.3333333333333333,1.0,0.0,0.2,0.5454545454545454,0.6,0.7647058823529411,0.4444444444444444,0.5555555555555556,0.5384615384615384,0.625,0.5
26,abc,2020,0.9075923093727657,0.9966893196105957,,,,,,,,,,,0.5714285714285714,1.0,,,,,,,,,,
27,abmd,2015,,,0.9957848191261292,,,,,,,,,,,,1.0,,,,,,,,,
28,abmd,2016,,,,,0.9966441790262858,,0.9617911577224731,0.997786283493042,0.9955947250127792,0.9863875359296799,,,,,,,0.6666666666666666,,0.6,0.0,0.5,1.0,,
29,abmd,2017,0.6067317128181458,0.5598114132881165,,0.9785192608833313,0.9844831824302673,0.8142239451408386,0.8952930867671967,,,0.9477813243865967,0.8216822147369385,,0.0,0.0,,0.0,1.0,0.0,1.0,,,0.6666666666666666,0.0,
30,abmd,2018,0.8217429717381796,0.8576174974441528,0.866328775882721,0.9499667823314667,0.9608511209487915,0.9150281809270382,,,0.9963575005531311,,0.8264867514371872,,1.0,0.6666666666666666,1.0,0.7,0.6,0.8125,,,0.0,,0.5,
31,abmd,2019,0.951348602771759,0.9582884311676025,0.8988071041447776,0.9752368330955505,,,,,,0.8999947706858317,,0.9165869184902736,0.5,0.6666666666666666,0.5714285714285714,1.0,,,,,,0.6666666666666666,,0.42857142857142855
32,abmd,2020,0.9202031493186951,,,,,,,,,,,,0.0,,,,,,,,,,,
33,abt,2009,,,,,,,0.8973463475704193,,0.9649438261985779,0.8920025825500488,,,,,,,,,0.25,,1.0,0.0,,
34,abt,2011,,,,,0.9480014443397522,,,,,,,,,,,,1.0,,,,,,,
35,abt,2012,0.988148033618927,,0.9706326425075531,0.9998514652252197,,0.9993589520454407,0.9636485278606415,,0.9540988206863403,,,,0.0,,0.5,0.0,,1.0,0.5,,1.0,,,
36,abt,2013,,0.8851037621498108,,,0.9655224680900574,0.9975723624229431,,,,,,,,0.0,,,1.0,0.0,,,,,,
37,abt,2014,,,,0.964862585067749,,,0.9391267895698547,0.9417984187602997,,0.9882508218288422,,0.9621459245681763,,,,1.0,,,0.75,0.5,,1.0,,0.0
38,abt,2015,0.9168062806129456,,,,,,0.924120306968689,0.9935654997825623,,,,,0.5,,,,,,1.0,0.0,,,,
39,abt,2016,0.9760257005691528,0.9466577470302582,0.9839753210544586,0.8956866264343262,0.9042592346668243,0.9080465853214263,0.8624360073696483,0.9990614056587219,0.8872841894626617,0.9494476119677225,0.796554962793986,0.9996165931224823,1.0,0.0,0.0,0.0,0.4375,0.6,0.7272727272727273,0.0,0.25,0.5555555555555556,0.3333333333333333,0.0
40,abt,2017,0.9078013181686402,0.5868411660194397,,0.8841330707073212,0.9934417009353638,0.8483159144719442,0.9058698415756226,0.9108646710713705,0.9661275148391724,0.8435540596644083,0.9993577599525452,,0.2,1.0,,0.5,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,1.0,
41,abt,2018,0.7128350138664246,0.9827243387699127,0.9953039884567261,0.9522626161575317,0.9976914922396342,,0.9588658213615417,,0.9371950626373291,0.8660006324450175,0.9141120059149606,0.917100829737527,0.8,0.5,0.0,0.4,0.0,,1.0,,1.0,0.3333333333333333,0.2857142857142857,0.7142857142857143
42,abt,2019,0.9728635890143258,0.9346116662025452,0.9853850901126862,0.8813523352146149,0.9376097917556763,0.9785968065261841,0.902144706249237,0.9373636245727539,0.977960467338562,0.9383111745119095,0.9234015345573425,0.8245352506637573,0.5714285714285714,0.6,1.0,0.3333333333333333,0.0,0.0,0.8,0.2,0.4,0.625,0.0,0.0
43,abt,2020,0.9249872198471656,0.999338686466217,,,,,,,,,,,0.7692307692307693,1.0,,,,,,,,,,
44,acn,2009,,,,,0.882297158241272,,,,,,,,,,,,1.0,,,,,,,
45,acn,2012,,,,,,,,,,,,0.9957250356674194,,,,,,,,,,,,1.0
46,acn,2013,,,,,0.6304807662963867,0.5936443209648132,0.869479238986969,,,,,,,,,,1.0,0.0,0.0,,,,,
47,acn,2014,,,,,,0.9215679168701172,,,,,,,,,,,,1.0,,,,,,
48,acn,2015,,,0.8329910039901733,,0.9101119041442871,,0.9510917067527771,,,,,,,,0.3333333333333333,,1.0,,0.0,,,,,
49,acn,2016,,,0.955912321805954,,0.9557008445262909,0.9251712193855872,0.8747077137231827,,0.9845824599266052,0.9456819891929626,0.9550958077112833,0.9875620603561401,,,0.5,,0.625,0.7692307692307693,0.5,,0.6,0.7142857142857143,0.3333333333333333,0.5
50,acn,2017,,,0.9763042032718658,,0.9526839137077332,0.9486101052977822,0.9718216955661774,0.8105002045631409,0.7748583853244781,0.905099997917811,0.9903180599212646,0.8665382199817233,,,0.5,,0.6,0.5454545454545454,0.0,0.75,0.0,0.6666666666666666,1.0,0.8888888888888888
51,acn,2018,0.9931996464729309,0.9913164377212524,0.820850670337677,0.9946063160896301,0.8759444464336742,0.9906307657559713,,,0.9977422952651978,0.9799065291881561,0.9929129332304001,0.8167643025517464,1.0,0.0,0.5,1.0,0.6363636363636364,1.0,,,0.0,0.5,0.75,0.6875
52,acn,2019,0.9382979646325111,0.9708991944789886,0.9465948581695557,0.9813540990536029,0.8640122512976328,0.8782438960942355,0.9003248597894397,0.8615303470028771,0.874895589692252,0.8690700616155352,0.926426370938619,0.9525938108563423,0.5,1.0,0.55,0.7692307692307693,0.5,0.6363636363636364,0.5714285714285714,0.6666666666666666,0.5714285714285714,0.7142857142857143,0.6666666666666666,0.375
53,acn,2020,0.9531047344207764,0.8684264421463013,,,,,,,,,,,0.7777777777777778,0.5,,,,,,,,,,
54,adbe,2012,,,,,,,,,0.9999011754989624,,,0.9493793845176697,,,,,,,,,0.0,,,1.0
55,adbe,2013,,,0.9745147228240967,,,0.9603900611400604,,,,,,,,,1.0,,,1.0,,,,,,
56,adbe,2014,,,,0.596783459186554,,0.9156977931658427,0.9658512473106384,,0.8664810657501221,,0.9705793857574463,0.9975220263004303,,,,0.0,,0.6666666666666666,1.0,,0.0,,0.0,0.5
57,adbe,2015,,,0.8493882914384207,,,0.8981301188468933,0.5481953322887421,0.9911518692970276,0.9598781764507294,0.8866554498672485,0.6833117008209229,0.9788194894790649,,,0.3333333333333333,,,0.4,0.5,1.0,0.25,0.0,1.0,0.25
58,adbe,2016,0.5762342810630798,,0.9995312690734863,0.8612223565578461,0.9721744457880656,0.8993071426044811,0.9896959265073141,0.9702152609825134,0.8853388591246172,0.9272310137748718,0.9157392457127571,0.9987214207649231,1.0,,0.0,0.5,0.0,0.2727272727272727,1.0,1.0,0.5454545454545454,1.0,0.375,0.0
59,adbe,2017,0.8102406859397888,,0.9600853472948074,0.9956429402033488,,0.9647228121757507,0.9974098801612854,0.9510176181793213,0.8957610249519348,0.9702363014221191,0.9322925011316935,0.9593542367219925,1.0,,0.75,1.0,,0.625,1.0,0.5,0.4,0.36363636363636365,0.5,0.625
60,adbe,2018,0.8961225748062134,0.9766668379306793,0.9807358185450236,,0.9405418992042541,0.9457704608257,0.9983687996864319,,0.8754854619503021,0.8792931705713272,0.8898566157318825,0.8678561113774776,1.0,0.25,0.5,,0.2,0.5384615384615384,1.0,,0.4,0.3,0.4883720930232558,0.5625
61,adbe,2019,0.9365074634552002,0.8528332829475402,0.8955209170069013,0.8750463724136353,0.8258207887411118,0.9063089489936829,0.9529619514942169,0.714815640449524,0.8584317862987518,0.8662877678871155,0.9921489357948303,0.8739478985468546,0.8333333333333334,0.6,0.42857142857142855,0.5,0.375,0.5384615384615384,0.25,0.4,0.42857142857142855,0.38461538461538464,0.45454545454545453,0.5555555555555556
62,adbe,2020,0.9763039996226629,,,,,,,,,,,,0.4166666666666667,,,,,,,,,,,
63,adi,2009,,,,,,,,0.9065595865249634,,,,,,,,,,,,0.0,,,,
64,adi,2010,,,,,,,,,,,0.9897750616073608,,,,,,,,,,,,0.0,
65,adi,2011,,,,,,,,0.9984858632087708,,,,,,,,,,,,0.0,,,,
66,adi,2012,,0.9828369617462158,,0.9940474033355713,,,,,,,,,,0.0,,1.0,,,,,,,,
67,adi,2014,,,,,,,0.9974349141120911,,,,,,,,,,,,1.0,,,,,
68,adi,2015,,0.796026885509491,,,0.9997420907020569,,0.6115950345993042,0.8929977118968964,,0.9691528081893921,,,,0.0,,,0.0,,0.0,1.0,,1.0,,
69,adi,2016,,,0.9207775394121805,,0.9564469158649445,,0.9977041681607565,0.900438514622775,0.8786521434783936,0.8991084694862366,0.9857430756092072,0.9467044472694397,,,0.0,,1.0,,1.0,0.9090909090909091,0.6,0.5,0.8333333333333334,1.0
70,adi,2017,,,0.7442465424537659,0.9539800524711609,0.969787081082662,0.8940705209970474,,0.8578024804592133,0.9973008036613464,0.9586051851511002,0.8961530923843384,0.9069709877173106,,,1.0,0.8,0.16666666666666666,0.75,,0.5,0.0,1.0,0.6666666666666666,0.6666666666666666
71,adi,2018,0.9303845266501108,0.9505382031202316,0.9184742371241251,0.9765585462252299,0.8820455253124238,,,,,0.9806986848513285,0.9367532372474671,0.9972583055496216,0.7222222222222222,0.5,0.6666666666666666,1.0,0.5,,,,,0.3333333333333333,0.8,0.0
72,adi,2019,0.8875959813594818,0.8578870991865793,0.9420303503672282,,0.9360190033912659,0.997330904006958,0.8512105047702789,0.9604583978652954,0.9915968775749207,,0.9913860261440277,,0.0,0.6666666666666666,0.3333333333333333,,0.6,0.0,1.0,1.0,0.0,,0.0,
73,adi,2020,0.9789630472660065,,,,,,,,,,,,1.0,,,,,,,,,,,
74,adm,2012,,,,,,,,,,,,0.7633553147315979,,,,,,,,,,,,1.0
75,adm,2013,,0.9985325336456299,0.994536280632019,0.9588642120361328,,,,,,,,,,1.0,0.5,0.0,,,,,,,,
76,adm,2014,,,,,,0.9095503091812134,0.8966666460037231,,0.9447459578514099,,,,,,,,,1.0,1.0,,0.0,,,
77,adm,2015,0.9970481991767883,0.9842960834503174,,0.7987110316753387,,,0.7813612818717957,,,,,0.99208003282547,0.0,1.0,,0.0,,,1.0,,,,,0.0
78,adm,2016,0.9992532134056091,,,,0.7143358588218689,,0.9745478630065918,0.5048876404762268,,0.9840869307518005,0.9749596416950226,0.7562369704246521,0.0,,,,1.0,,1.0,0.0,,0.0,0.0,0.0
79,adm,2017,,0.9880528450012207,,0.8299193382263184,0.8252660036087036,,,0.9962571859359741,0.9980688691139221,0.9073189000288645,0.9787190556526184,,,0.0,,0.5,0.3333333333333333,,,1.0,0.0,0.3333333333333333,0.3333333333333333,
80,adm,2018,0.9228158096472422,0.9267127215862274,0.9285911719004313,0.8962079763412476,0.9344472289085388,0.9941911995410919,0.9782736897468567,0.9759351015090942,0.9995092153549194,0.8836553990840912,0.8591611832380295,0.9838296969731649,0.3333333333333333,0.25,0.0,0.2,0.625,0.5,1.0,0.0,0.0,0.25,0.5,0.0
81,adm,2019,0.8848114865166801,0.8965768814086914,0.9729400277137756,0.9876211285591125,,0.8891415596008301,0.7660827934741974,0.9783113747835159,0.9994182586669922,0.9990004897117615,0.9740581214427948,0.9972743391990662,0.7142857142857143,0.5,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.5,1.0
82,adm,2020,0.7861382166544596,0.9938202500343323,,,,,,,,,,,0.3333333333333333,0.0,,,,,,,,,,
83,adp,2012,,,,,,,,,0.8755756864945093,0.9111904161317008,0.9116703186716352,0.8793994685014089,,,,,,,,,0.5,0.21428571428571427,0.5714285714285714,0.25
84,adp,2013,0.981437124311924,0.8644511004288992,0.9878587126731873,0.8764596879482269,0.6481513381004333,0.8980482816696167,,,,,,,0.5,0.6666666666666666,0.5,0.75,1.0,0.0,,,,,,
85,adp,2015,,,,,0.9745191633701324,,,,,,,0.7725496888160706,,,,,0.0,,,,,,,1.0
86,adp,2016,,,0.9961546063423157,,0.9138400703668594,0.9778148770332337,0.9106292277574539,0.9556286633014679,,0.9909905393918356,0.7810055136680603,0.9979191422462463,,,1.0,,0.5,0.6,1.0,0.25,,0.3333333333333333,0.2,0.0
87,adp,2017,,,,0.6098691523075104,0.7628121376037598,0.9541863799095154,0.9838015039761862,0.9051722104732807,0.9262425303459167,0.8881537169218063,0.8959857225418091,0.9213281273841858,,,,1.0,0.5,0.25,0.6666666666666666,0.46153846153846156,1.0,0.625,0.4,0.7777777777777778
88,adp,2018,0.7844643592834473,,0.7825381755828857,0.9107687473297119,0.8736167417632209,0.9825169444084167,0.9659085869789124,,,0.8981819519629846,0.9247549639807807,0.9317085593938828,0.6,,0.75,0.75,0.5555555555555556,0.2,0.0,,,0.38461538461538464,0.6666666666666666,0.20833333333333334
89,adp,2019,0.8816793312629064,0.9008367115801031,0.9197985319530263,0.9273376017808914,0.9256230722302976,0.944358350652637,0.9345826625823974,0.8595149993896485,0.9542659339697465,0.9244310776392619,0.8071413040161133,0.9334551409671181,0.5,0.5454545454545454,0.38235294117647056,0.5833333333333334,0.43478260869565216,0.2727272727272727,0.44,0.2,0.4782608695652174,0.3,0.0,0.21052631578947367
90,adp,2020,0.8814478119214376,0.9047818563201211,,,,,,,,,,,0.6,0.36363636363636365,,,,,,,,,,
91,adsk,2009,,,,,,,,0.711239755153656,,,,,,,,,,,,1.0,,,,
92,adsk,2012,,,,,,,,,,,0.9232979416847229,,,,,,,,,,,,0.0,
93,adsk,2013,,0.5538652539253235,,,0.9382202923297882,0.9789511561393738,,,,,,,,1.0,,,0.0,1.0,,,,,,
94,adsk,2014,,,,,0.9142290651798248,0.899558424949646,0.848146915435791,0.5404440760612488,0.9942075908184052,,0.6136706471443176,,,,,,0.5,0.5,1.0,1.0,0.5,,1.0,
95,adsk,2015,,,,,,,,0.9990917444229126,0.9993830919265747,,0.8628890514373779,,,,,,,,,0.0,0.0,,1.0,
96,adsk,2016,0.9538929462432861,0.7824004888534546,0.6291133165359497,,0.9774683117866516,0.9152463873227438,0.9652179181575775,0.9385502338409424,0.9748434623082479,0.9820722192525864,0.7307911316553751,0.9966585636138916,1.0,1.0,0.0,,0.6666666666666666,0.6666666666666666,1.0,0.0,1.0,0.5,0.3333333333333333,1.0
97,adsk,2017,,0.9356545209884644,,0.9974434077739716,0.9626606106758118,0.9894262552261353,0.9938172101974487,0.7315370738506317,0.9552393555641174,,0.7551275491714478,,,1.0,,0.5,1.0,1.0,1.0,0.5,1.0,,0.8,
98,adsk,2018,0.9782063961029053,0.7368348240852356,0.9277333948347304,0.9969663023948669,0.9969125688076019,0.9993540644645691,0.947812020778656,0.8704859415690104,,0.960778683423996,0.8674653887748718,0.9978159368038177,0.0,0.0,0.5555555555555556,0.0,0.75,1.0,1.0,0.3333333333333333,,1.0,0.5,0.0
99,adsk,2019,0.9599137902259827,0.8130797445774078,0.9454875886440277,0.9907121658325195,0.9226911408560616,0.9903261065483093,0.9965746402740479,0.9044020712375641,0.9843878269195556,,0.8624787032604218,0.931906208395958,1.0,0.5,0.5,1.0,0.2857142857142857,0.3333333333333333,1.0,0.6,0.6,,0.5,0.5
100,adsk,2020,0.9850256562232971,,,,,,,,,,,,0.0,,,,,,,,,,,
101,aee,2009,,,,,0.9784810543060303,0.9982825517654419,,,,,,,,,,,0.0,0.0,,,,,,
102,aee,2012,,,,,,,,,0.9999828338623047,,,,,,,,,,,,0.0,,,
103,aee,2016,,,,,0.8706305623054504,0.9907470941543579,,0.9531602263450623,,0.7888610164324442,0.9801730513572693,0.8185951411724091,,,,,0.0,0.5,,1.0,,0.6666666666666666,0.6666666666666666,1.0
104,aee,2017,,,,,0.8264806866645813,,,0.9861356417338053,,0.9893316030502319,,0.9138585329055786,,,,,1.0,,,0.8333333333333334,,1.0,,0.5
105,aee,2018,,0.9878763556480408,,,0.9272464871406555,0.922882684639522,,,,0.6710289120674133,0.936992846429348,0.8604610363642374,,0.6666666666666666,,,0.6,0.5714285714285714,,,,1.0,0.75,0.5
106,aee,2019,0.8791509792208672,0.9605239152908325,0.8862372636795044,0.8714962601661682,0.869890570640564,0.7314919829368591,0.9975801706314087,0.9969224532445272,,0.9950889945030212,0.974183181921641,0.9711406230926514,1.0,0.6,1.0,0.0,0.5,0.0,0.0,0.3333333333333333,,0.0,0.6666666666666666,0.0
107,aee,2020,0.9980675876140594,0.7198701739311218,,,,,,,,,,,1.0,0.2,,,,,,,,,,
108,aep,2011,,,,,0.9985174536705017,,,,,,,,,,,,0.0,,,,,,,
109,aep,2012,,0.9503465294837952,,,0.979777604341507,,,,0.9198375046253204,,,,,0.0,,,1.0,,,,0.0,,,
110,aep,2013,,0.639137864112854,,,,,,,,,,,,1.0,,,,,,,,,,
111,aep,2014,,,,0.959242582321167,0.9934338331222534,,,,,,,,,,,0.0,1.0,,,,,,,
112,aep,2016,0.981921911239624,,,,,,0.8599803447723389,,,0.9967766404151917,,,1.0,,,,,,1.0,,,1.0,,
113,aep,2017,,,,,0.9837990403175354,0.5912725925445557,,0.5695615410804749,,0.9823708534240723,,,,,,,1.0,1.0,,0.0,,0.0,,
114,aep,2018,0.9868729114532471,0.9966449439525604,,0.6636847853660583,0.9670986831188202,0.8569060564041138,0.7266829013824463,,,0.9201287627220154,0.9535489082336426,0.8537237246831259,1.0,0.5,,0.0,0.5,1.0,1.0,,,0.0,0.5,0.6666666666666666
115,aep,2019,0.9629380702972412,0.649781346321106,,0.9900104800860087,0.5738353133201599,0.9877133369445801,0.9948223829269409,0.9619010090827942,0.9170865714550018,0.9403775781393051,0.9820064008235931,0.7989694277445475,0.0,0.0,,0.6666666666666666,0.0,1.0,0.5,0.3333333333333333,1.0,0.875,0.5,1.0
116,aep,2020,0.8548012137413025,,,,,,,,,,,,0.8,,,,,,,,,,,
117,aes,2009,,,,,,,,,0.9407433072725931,,,,,,,,,,,,0.3333333333333333,,,
118,aes,2013,,,0.9520164132118225,,,,,,,,,,,,0.0,,,,,,,,,
119,aes,2015,,,,,,,,,,0.998857855796814,,,,,,,,,,,,1.0,,
120,aes,2016,,,0.6791803538799286,,0.7105560898780823,,,0.9222998221715292,,,0.7669423520565033,,,,0.0,,0.0,,,0.6666666666666666,,,0.5,
121,aes,2017,,,,0.8026058077812195,0.9967311024665833,,0.8430392543474833,0.8996168971061707,,0.9950260519981384,0.8871121406555176,0.9997438788414001,,,,0.0,0.6666666666666666,,0.6666666666666666,0.25,,0.0,0.0,0.0
122,aes,2018,0.8308838903903961,,0.9702587723731995,0.9821354150772095,0.7968954642613729,0.7413201928138733,,,,,0.9785975813865662,,1.0,,0.0,1.0,0.6666666666666666,0.0,,,,,0.3333333333333333,
123,aes,2019,0.996330201625824,0.8832475543022156,0.8973379929860433,0.9036751836538315,0.8314537554979324,0.8928523461023966,,0.9324233035246531,0.9464419384797415,0.9277005025318691,0.897226095199585,0.8730442794886503,1.0,0.0,0.3333333333333333,0.75,0.75,0.3333333333333333,,0.5,0.6666666666666666,0.7142857142857143,1.0,0.6363636363636364
124,aes,2020,0.9467582106590271,0.9920313954353333,,,,,,,,,,,0.5,0.0,,,,,,,,,,
125,afl,2011,,,,0.9861489534378052,,,,,,,0.9995623230934143,,,,,1.0,,,,,,,0.0,
126,afl,2012,0.9916873574256897,,,,,0.8780955076217651,,,0.9480147361755371,,0.9658306042353312,,1.0,,,,,1.0,,,0.0,,0.3333333333333333,
127,afl,2013,0.9735994935035706,,,,0.8803663849830627,,,,,,,,0.0,,,,1.0,,,,,,,
128,afl,2014,,,,0.6409243941307068,,,,0.7865471839904785,0.5342345237731934,0.9956513047218323,,,,,,1.0,,,,0.0,1.0,1.0,,
129,afl,2015,,,,,,,,0.9846992790699005,,,,,,,,,,,,0.5,,,,
130,afl,2016,0.94288569688797,0.967091977596283,0.9942464232444763,,0.9933180332183837,0.9404385089874268,0.7718465626239777,0.9008525013923645,0.9717590808868408,0.9856327772140503,0.9915692210197449,,0.0,0.0,1.0,,0.8,1.0,0.5,0.0,1.0,1.0,1.0,
131,afl,2017,,,,,,,0.9900717735290527,,0.9995158910751343,0.9000362157821655,0.9838764071464539,0.9790674448013306,,,,,,,1.0,,0.0,0.6666666666666666,1.0,0.0
132,afl,2018,0.9760852456092834,,0.9975983798503876,0.8958078622817993,,,0.999593198299408,0.9635668992996216,,,,0.9786721765995026,0.3333333333333333,,1.0,0.6666666666666666,,,0.0,1.0,,,,0.0
133,afl,2019,0.8559621810913086,0.9709966977437338,0.9209092557430267,0.7770927995443344,0.8059493005275726,0.7755669057369232,0.9141207337379456,0.9227109104394913,0.997356653213501,0.9856956005096436,0.9306724071502686,0.7420002222061157,0.4,0.6666666666666666,0.75,0.5,0.25,0.5,0.8333333333333334,0.375,0.0,0.5,1.0,0.0
